"STATISTIC","Statistic Label","TLIST(A1)","Year","C03119V03771","Hour of Day","UNIT","VALUE"
"ROA19C5","Injured Casualties","2020","2020","05","4","Number","26"
"ROA19C5","Injured Casualties","2020","2020","06","5","Number","37"
"ROA19C5","Injured Casualties","2020","2020","07","6","Number","113"
"ROA19C5","Injured Casualties","2020","2020","08","7","Number","195"
"ROA19C5","Injured Casualties","2020","2020","09","8","Number","284"
"ROA19C5","Injured Casualties","2020","2020","10","9","Number","222"
"ROA19C5","Injured Casualties","2020","2020","11","10","Number","286"
"ROA19C5","Injured Casualties","2020","2020","12","11","Number","307"
"ROA19C5","Injured Casualties","2020","2020","13","12","Number","308"
"ROA19C5","Injured Casualties","2020","2020","14","13","Number","350"
"ROA19C5","Injured Casualties","2020","2020","15","14","Number","375"
"ROA19C5","Injured Casualties","2020","2020","16","15","Number","466"
"ROA19C5","Injured Casualties","2020","2020","17","16","Number","417"
"ROA19C5","Injured Casualties","2020","2020","18","17","Number","497"
"ROA19C5","Injured Casualties","2020","2020","19","18","Number","378"
"ROA19C5","Injured Casualties","2020","2020","20","19","Number","384"
"ROA19C5","Injured Casualties","2020","2020","21","20","Number","280"
"ROA19C5","Injured Casualties","2020","2020","22","21","Number","164"
"ROA19C5","Injured Casualties","2020","2020","23","22","Number","146"
"ROA19C5","Injured Casualties","2020","2020","24","23","Number","125"
"ROA19C5","Injured Casualties","2021","2021","-","All hours","Number","6196"
"ROA19C5","Injured Casualties","2021","2021","01","12 midnight","Number","145"
"ROA19C5","Injured Casualties","2021","2021","02","1","Number","75"
"ROA19C5","Injured Casualties","2021","2021","03","2","Number","56"
"ROA19C5","Injured Casualties","2021","2021","04","3","Number","41"
"ROA19C5","Injured Casualties","2021","2021","05","4","Number","28"
"ROA19C5","Injured Casualties","2021","2021","06","5","Number","57"
"ROA19C5","Injured Casualties","2021","2021","07","6","Number","77"
"ROA19C5","Injured Casualties","2021","2021","08","7","Number","225"
"ROA19C5","Injured Casualties","2021","2021","09","8","Number","291"
"ROA19C5","Injured Casualties","2021","2021","10","9","Number","275"
"ROA19C5","Injured Casualties","2021","2021","11","10","Number","246"
"ROA19C5","Injured Casualties","2021","2021","12","11","Number","269"
"ROA19C5","Injured Casualties","2021","2021","13","12","Number","379"
"ROA19C5","Injured Casualties","2021","2021","14","13","Number","421"
"ROA19C5","Injured Casualties","2021","2021","15","14","Number","426"
"ROA19C5","Injured Casualties","2021","2021","16","15","Number","446"
"ROA19C5","Injured Casualties","2021","2021","17","16","Number","493"
"ROA19C5","Injured Casualties","2021","2021","18","17","Number","558"
"ROA19C5","Injured Casualties","2021","2021","19","18","Number","448"
"ROA19C5","Injured Casualties","2021","2021","20","19","Number","384"
"ROA19C5","Injured Casualties","2021","2021","21","20","Number","309"
"ROA19C5","Injured Casualties","2021","2021","22","21","Number","220"
"ROA19C5","Injured Casualties","2021","2021","23","22","Number","173"
"ROA19C5","Injured Casualties","2021","2021","24","23","Number","154"
"ROA19C5","Injured Casualties","2022","2022","-","All hours","Number","7358"
"ROA19C5","Injured Casualties","2022","2022","01","12 midnight","Number","167"
"ROA19C5","Injured Casualties","2022","2022","02","1","Number","150"
"ROA19C5","Injured Casualties","2022","2022","03","2","Number","90"
"ROA19C5","Injured Casualties","2022","2022","04","3","Number","95"
"ROA19C5","Injured Casualties","2022","2022","05","4","Number","49"
"ROA19C5","Injured Casualties","2022","2022","06","5","Number","50"
"ROA19C5","Injured Casualties","2022","2022","07","6","Number","129"
"ROA19C5","Injured Casualties","2022","2022","08","7","Number","231"
"ROA19C5","Injured Casualties","2022","2022","09","8","Number","355"
"ROA19C5","Injured Casualties","2022","2022","10","9","Number","322"
"ROA19C5","Injured Casualties","2022","2022","11","10","Number","261"
"ROA19C5","Injured Casualties","2022","2022","12","11","Number","341"
"ROA19C5","Injured Casualties","2022","2022","13","12","Number","391"
"ROA19C5","Injured Casualties","2022","2022","14","13","Number","442"
"ROA19C5","Injured Casualties","2022","2022","15","14","Number","516"
"ROA19C5","Injured Casualties","2022","2022","16","15","Number","578"
"ROA19C5","Injured Casualties","2022","2022","17","16","Number","625"
"ROA19C5","Injured Casualties","2022","2022","18","17","Number","649"
"ROA19C5","Injured Casualties","2022","2022","19","18","Number","543"
"ROA19C5","Injured Casualties","2022","2022","20","19","Number","371"
"ROA19C5","Injured Casualties","2022","2022","21","20","Number","318"
"ROA19C5","Injured Casualties","2022","2022","22","21","Number","259"
"ROA19C5","Injured Casualties","2022","2022","23","22","Number","213"
"ROA19C5","Injured Casualties","2022","2022","24","23","Number","213"
"ROA19C5","Injured Casualties","2023","2023","-","All hours","Number","6942"
"ROA19C5","Injured Casualties","2023","2023","01","12 midnight","Number","141"
"ROA19C5","Injured Casualties","2023","2023","02","1","Number","114"
"ROA19C5","Injured Casualties","2023","2023","03","2","Number","83"
"ROA19C5","Injured Casualties","2023","2023","04","3","Number","65"
"ROA19C5","Injured Casualties","2023","2023","05","4","Number","60"
"ROA19C5","Injured Casualties","2023","2023","06","5","Number","64"
"ROA19C5","Injured Casualties","2023","2023","07","6","Number","95"
"ROA19C5","Injured Casualties","2023","2023","08","7","Number","227"
"ROA19C5","Injured Casualties","2023","2023","09","8","Number","348"
"ROA19C5","Injured Casualties","2023","2023","10","9","Number","346"
"ROA19C5","Injured Casualties","2023","2023","11","10","Number","285"
"ROA19C5","Injured Casualties","2023","2023","12","11","Number","321"
"ROA19C5","Injured Casualties","2023","2023","13","12","Number","343"
"ROA19C5","Injured Casualties","2023","2023","14","13","Number","454"
"ROA19C5","Injured Casualties","2023","2023","15","14","Number","464"
"ROA19C5","Injured Casualties","2023","2023","16","15","Number","491"
"ROA19C5","Injured Casualties","2023","2023","17","16","Number","580"
"ROA19C5","Injured Casualties","2023","2023","18","17","Number","627"
"ROA19C5","Injured Casualties","2023","2023","19","18","Number","554"
"ROA19C5","Injured Casualties","2023","2023","20","19","Number","353"
"ROA19C5","Injured Casualties","2023","2023","21","20","Number","316"
"ROA19C5","Injured Casualties","2023","2023","22","21","Number","255"
"ROA19C5","Injured Casualties","2023","2023","23","22","Number","209"
"ROA19C5","Injured Casualties","2023","2023","24","23","Number","147"
"ROA19C6","All Killed and Injured Casualties","2005","2005","-","All hours","Number","9714"
"ROA19C6","All Killed and Injured Casualties","2005","2005","01","12 midnight","Number","603"
"ROA19C6","All Killed and Injured Casualties","2005","2005","02","1","Number","233"
"ROA19C6","All Killed and Injured Casualties","2005","2005","03","2","Number","203"
"ROA19C6","All Killed and Injured Casualties","2005","2005","04","3","Number","238"
"ROA19C6","All Killed and Injured Casualties","2005","2005","05","4","Number","149"
"ROA19C6","All Killed and Injured Casualties","2005","2005","06","5","Number","107"
"ROA19C6","All Killed and Injured Casualties","2005","2005","07","6","Number","139"
"ROA19C6","All Killed and Injured Casualties","2005","2005","08","7","Number","311"
"ROA19C6","All Killed and Injured Casualties","2005","2005","09","8","Number","492"
"ROA19C6","All Killed and Injured Casualties","2005","2005","10","9","Number","354"
"ROA19C6","All Killed and Injured Casualties","2005","2005","11","10","Number","325"
"ROA19C6","All Killed and Injured Casualties","2005","2005","12","11","Number","402"
"ROA19C6","All Killed and Injured Casualties","2005","2005","13","12","Number","400"
"ROA19C6","All Killed and Injured Casualties","2005","2005","14","13","Number","538"
"ROA19C6","All Killed and Injured Casualties","2005","2005","15","14","Number","524"
"ROA19C6","All Killed and Injured Casualties","2005","2005","16","15","Number","570"
"ROA19C6","All Killed and Injured Casualties","2005","2005","17","16","Number","667"
"ROA19C6","All Killed and Injured Casualties","2005","2005","18","17","Number","711"
"ROA19C6","All Killed and Injured Casualties","2005","2005","19","18","Number","643"
"ROA19C6","All Killed and Injured Casualties","2005","2005","20","19","Number","605"
"ROA19C6","All Killed and Injured Casualties","2005","2005","21","20","Number","486"
"ROA19C6","All Killed and Injured Casualties","2005","2005","22","21","Number","418"
"ROA19C6","All Killed and Injured Casualties","2005","2005","23","22","Number","336"
"ROA19C6","All Killed and Injured Casualties","2005","2005","24","23","Number","260"
"ROA19C6","All Killed and Injured Casualties","2006","2006","-","All hours","Number","8939"
"ROA19C6","All Killed and Injured Casualties","2006","2006","01","12 midnight","Number","376"
"ROA19C6","All Killed and Injured Casualties","2006","2006","02","1","Number","219"
"ROA19C6","All Killed and Injured Casualties","2006","2006","03","2","Number","182"
"ROA19C6","All Killed and Injured Casualties","2006","2006","04","3","Number","202"
"ROA19C6","All Killed and Injured Casualties","2006","2006","05","4","Number","127"
"ROA19C6","All Killed and Injured Casualties","2006","2006","06","5","Number","89"
"ROA19C6","All Killed and Injured Casualties","2006","2006","07","6","Number","138"
"ROA19C6","All Killed and Injured Casualties","2006","2006","08","7","Number","264"
"ROA19C6","All Killed and Injured Casualties","2006","2006","09","8","Number","495"
"ROA19C6","All Killed and Injured Casualties","2006","2006","10","9","Number","418"
"ROA19C6","All Killed and Injured Casualties","2006","2006","11","10","Number","367"
"ROA19C6","All Killed and Injured Casualties","2006","2006","12","11","Number","391"
"ROA19C6","All Killed and Injured Casualties","2006","2006","13","12","Number","394"
"ROA19C6","All Killed and Injured Casualties","2006","2006","14","13","Number","480"
"ROA19C6","All Killed and Injured Casualties","2006","2006","15","14","Number","513"
"ROA19C6","All Killed and Injured Casualties","2006","2006","16","15","Number","556"
"ROA19C6","All Killed and Injured Casualties","2006","2006","17","16","Number","555"
"ROA19C6","All Killed and Injured Casualties","2006","2006","18","17","Number","714"
"ROA19C6","All Killed and Injured Casualties","2006","2006","19","18","Number","592"
"ROA19C6","All Killed and Injured Casualties","2006","2006","20","19","Number","545"
"ROA19C6","All Killed and Injured Casualties","2006","2006","21","20","Number","423"
"ROA19C6","All Killed and Injured Casualties","2006","2006","22","21","Number","389"
"ROA19C6","All Killed and Injured Casualties","2006","2006","23","22","Number","285"
"ROA19C6","All Killed and Injured Casualties","2006","2006","24","23","Number","225"
"ROA19C6","All Killed and Injured Casualties","2007","2007","-","All hours","Number","8144"
"ROA19C6","All Killed and Injured Casualties","2007","2007","01","12 midnight","Number","218"
"ROA19C6","All Killed and Injured Casualties","2007","2007","02","1","Number","155"
"ROA19C6","All Killed and Injured Casualties","2007","2007","03","2","Number","171"
"ROA19C6","All Killed and Injured Casualties","2007","2007","04","3","Number","186"
"ROA19C6","All Killed and Injured Casualties","2007","2007","05","4","Number","81"
"ROA19C6","All Killed and Injured Casualties","2007","2007","06","5","Number","93"
"ROA19C6","All Killed and Injured Casualties","2007","2007","07","6","Number","128"
"ROA19C6","All Killed and Injured Casualties","2007","2007","08","7","Number","253"
"ROA19C6","All Killed and Injured Casualties","2007","2007","09","8","Number","464"
"ROA19C6","All Killed and Injured Casualties","2007","2007","10","9","Number","352"
"ROA19C6","All Killed and Injured Casualties","2007","2007","11","10","Number","264"
"ROA19C6","All Killed and Injured Casualties","2007","2007","12","11","Number","351"
"ROA19C6","All Killed and Injured Casualties","2007","2007","13","12","Number","421"
"ROA19C6","All Killed and Injured Casualties","2007","2007","14","13","Number","459"
"ROA19C6","All Killed and Injured Casualties","2007","2007","15","14","Number","491"
"ROA19C6","All Killed and Injured Casualties","2007","2007","16","15","Number","590"
"ROA19C6","All Killed and Injured Casualties","2007","2007","17","16","Number","496"
"ROA19C6","All Killed and Injured Casualties","2007","2007","18","17","Number","655"
"ROA19C6","All Killed and Injured Casualties","2007","2007","19","18","Number","581"
"ROA19C6","All Killed and Injured Casualties","2007","2007","20","19","Number","478"
"ROA19C6","All Killed and Injured Casualties","2007","2007","21","20","Number","433"
"ROA19C6","All Killed and Injured Casualties","2007","2007","22","21","Number","311"
"ROA19C6","All Killed and Injured Casualties","2007","2007","23","22","Number","302"
"ROA19C6","All Killed and Injured Casualties","2007","2007","24","23","Number","211"
"ROA19C6","All Killed and Injured Casualties","2008","2008","-","All hours","Number","10037"
"ROA19C6","All Killed and Injured Casualties","2008","2008","01","12 midnight","Number","252"
"ROA19C6","All Killed and Injured Casualties","2008","2008","02","1","Number","235"
"ROA19C6","All Killed and Injured Casualties","2008","2008","03","2","Number","200"
"ROA19C6","All Killed and Injured Casualties","2008","2008","04","3","Number","191"
"ROA19C6","All Killed and Injured Casualties","2008","2008","05","4","Number","121"
"ROA19C6","All Killed and Injured Casualties","2008","2008","06","5","Number","98"
"ROA19C6","All Killed and Injured Casualties","2008","2008","07","6","Number","140"
"ROA19C6","All Killed and Injured Casualties","2008","2008","08","7","Number","282"
"ROA19C6","All Killed and Injured Casualties","2008","2008","09","8","Number","491"
"ROA19C6","All Killed and Injured Casualties","2008","2008","10","9","Number","486"
"ROA19C6","All Killed and Injured Casualties","2008","2008","11","10","Number","422"
"ROA19C6","All Killed and Injured Casualties","2008","2008","12","11","Number","422"
"ROA19C6","All Killed and Injured Casualties","2008","2008","13","12","Number","490"
"ROA19C6","All Killed and Injured Casualties","2008","2008","14","13","Number","579"
"ROA19C6","All Killed and Injured Casualties","2008","2008","15","14","Number","547"
"ROA19C6","All Killed and Injured Casualties","2008","2008","16","15","Number","610"
"ROA19C6","All Killed and Injured Casualties","2008","2008","17","16","Number","741"
"ROA19C6","All Killed and Injured Casualties","2008","2008","18","17","Number","849"
"ROA19C6","All Killed and Injured Casualties","2008","2008","19","18","Number","644"
"ROA19C6","All Killed and Injured Casualties","2008","2008","20","19","Number","626"
"ROA19C6","All Killed and Injured Casualties","2008","2008","21","20","Number","533"
"ROA19C6","All Killed and Injured Casualties","2008","2008","22","21","Number","424"
"ROA19C6","All Killed and Injured Casualties","2008","2008","23","22","Number","351"
"ROA19C6","All Killed and Injured Casualties","2008","2008","24","23","Number","303"
"ROA19C6","All Killed and Injured Casualties","2009","2009","-","All hours","Number","9980"
"ROA19C6","All Killed and Injured Casualties","2009","2009","01","12 midnight","Number","263"
"ROA19C6","All Killed and Injured Casualties","2009","2009","02","1","Number","195"
"ROA19C6","All Killed and Injured Casualties","2009","2009","03","2","Number","211"
"ROA19C6","All Killed and Injured Casualties","2009","2009","04","3","Number","225"
"ROA19C6","All Killed and Injured Casualties","2009","2009","05","4","Number","120"
"ROA19C6","All Killed and Injured Casualties","2009","2009","06","5","Number","96"
"ROA19C6","All Killed and Injured Casualties","2009","2009","07","6","Number","127"
"ROA19C6","All Killed and Injured Casualties","2009","2009","08","7","Number","239"
"ROA19C6","All Killed and Injured Casualties","2009","2009","09","8","Number","400"
"ROA19C6","All Killed and Injured Casualties","2009","2009","10","9","Number","474"
"ROA19C6","All Killed and Injured Casualties","2009","2009","11","10","Number","422"
"ROA19C6","All Killed and Injured Casualties","2009","2009","12","11","Number","405"
"ROA19C6","All Killed and Injured Casualties","2009","2009","13","12","Number","524"
"ROA19C6","All Killed and Injured Casualties","2009","2009","14","13","Number","609"
"ROA19C6","All Killed and Injured Casualties","2009","2009","15","14","Number","604"
"ROA19C6","All Killed and Injured Casualties","2009","2009","16","15","Number","637"
"ROA19C6","All Killed and Injured Casualties","2009","2009","17","16","Number","731"
"ROA19C6","All Killed and Injured Casualties","2009","2009","18","17","Number","738"
"ROA19C6","All Killed and Injured Casualties","2009","2009","19","18","Number","737"
"ROA19C6","All Killed and Injured Casualties","2009","2009","20","19","Number","671"
"ROA19C6","All Killed and Injured Casualties","2009","2009","21","20","Number","547"
"ROA19C6","All Killed and Injured Casualties","2009","2009","22","21","Number","420"
"ROA19C6","All Killed and Injured Casualties","2009","2009","23","22","Number","304"
"ROA19C6","All Killed and Injured Casualties","2009","2009","24","23","Number","281"
"ROA19C6","All Killed and Injured Casualties","2010","2010","-","All hours","Number","8482"
"ROA19C6","All Killed and Injured Casualties","2010","2010","01","12 midnight","Number","229"
"ROA19C6","All Killed and Injured Casualties","2010","2010","02","1","Number","181"
"ROA19C6","All Killed and Injured Casualties","2010","2010","03","2","Number","166"
"ROA19C6","All Killed and Injured Casualties","2010","2010","04","3","Number","171"
"ROA19C6","All Killed and Injured Casualties","2010","2010","05","4","Number","95"
"ROA19C6","All Killed and Injured Casualties","2010","2010","06","5","Number","91"
"ROA19C6","All Killed and Injured Casualties","2010","2010","07","6","Number","98"
"ROA19C6","All Killed and Injured Casualties","2010","2010","08","7","Number","222"
"ROA19C6","All Killed and Injured Casualties","2010","2010","09","8","Number","365"
"ROA19C6","All Killed and Injured Casualties","2010","2010","10","9","Number","429"
"ROA19C6","All Killed and Injured Casualties","2010","2010","11","10","Number","341"
"ROA19C6","All Killed and Injured Casualties","2010","2010","12","11","Number","425"
"ROA19C6","All Killed and Injured Casualties","2010","2010","13","12","Number","445"
"ROA19C6","All Killed and Injured Casualties","2010","2010","14","13","Number","512"
"ROA19C6","All Killed and Injured Casualties","2010","2010","15","14","Number","522"
"ROA19C6","All Killed and Injured Casualties","2010","2010","16","15","Number","592"
"ROA19C6","All Killed and Injured Casualties","2010","2010","17","16","Number","569"
"ROA19C6","All Killed and Injured Casualties","2010","2010","18","17","Number","556"
"ROA19C6","All Killed and Injured Casualties","2010","2010","19","18","Number","561"
"ROA19C6","All Killed and Injured Casualties","2010","2010","20","19","Number","553"
"ROA19C6","All Killed and Injured Casualties","2010","2010","21","20","Number","441"
"ROA19C6","All Killed and Injured Casualties","2010","2010","22","21","Number","366"
"ROA19C6","All Killed and Injured Casualties","2010","2010","23","22","Number","324"
"ROA19C6","All Killed and Injured Casualties","2010","2010","24","23","Number","228"
"ROA19C6","All Killed and Injured Casualties","2011","2011","-","All hours","Number","7421"
"ROA19C6","All Killed and Injured Casualties","2011","2011","01","12 midnight","Number","175"
"ROA19C6","All Killed and Injured Casualties","2011","2011","02","1","Number","170"
"ROA19C6","All Killed and Injured Casualties","2011","2011","03","2","Number","168"
"ROA19C6","All Killed and Injured Casualties","2011","2011","04","3","Number","142"
"ROA19C6","All Killed and Injured Casualties","2011","2011","05","4","Number","71"
"ROA19C6","All Killed and Injured Casualties","2011","2011","06","5","Number","67"
"ROA19C6","All Killed and Injured Casualties","2011","2011","07","6","Number","87"
"ROA19C6","All Killed and Injured Casualties","2011","2011","08","7","Number","178"
"ROA19C6","All Killed and Injured Casualties","2011","2011","09","8","Number","364"
"ROA19C6","All Killed and Injured Casualties","2011","2011","10","9","Number","402"
"ROA19C6","All Killed and Injured Casualties","2011","2011","11","10","Number","324"
"ROA19C6","All Killed and Injured Casualties","2011","2011","12","11","Number","331"
"ROA19C6","All Killed and Injured Casualties","2011","2011","13","12","Number","414"
"ROA19C6","All Killed and Injured Casualties","2011","2011","14","13","Number","487"
"ROA19C6","All Killed and Injured Casualties","2011","2011","15","14","Number","434"
"ROA19C6","All Killed and Injured Casualties","2011","2011","16","15","Number","472"
"ROA19C6","All Killed and Injured Casualties","2011","2011","17","16","Number","527"
"ROA19C6","All Killed and Injured Casualties","2011","2011","18","17","Number","547"
"ROA19C6","All Killed and Injured Casualties","2011","2011","19","18","Number","521"
"ROA19C6","All Killed and Injured Casualties","2011","2011","20","19","Number","427"
"ROA19C6","All Killed and Injured Casualties","2011","2011","21","20","Number","354"
"ROA19C6","All Killed and Injured Casualties","2011","2011","22","21","Number","295"
"ROA19C6","All Killed and Injured Casualties","2011","2011","23","22","Number","270"
"ROA19C6","All Killed and Injured Casualties","2011","2011","24","23","Number","194"
"ROA19C6","All Killed and Injured Casualties","2012","2012","-","All hours","Number","8104"
"ROA19C6","All Killed and Injured Casualties","2012","2012","01","12 midnight","Number","181"
"ROA19C6","All Killed and Injured Casualties","2012","2012","02","1","Number","165"
"ROA19C6","All Killed and Injured Casualties","2012","2012","03","2","Number","147"
"ROA19C6","All Killed and Injured Casualties","2012","2012","04","3","Number","165"
"ROA19C6","All Killed and Injured Casualties","2012","2012","05","4","Number","90"
"ROA19C6","All Killed and Injured Casualties","2012","2012","06","5","Number","73"
"ROA19C6","All Killed and Injured Casualties","2012","2012","07","6","Number","104"
"ROA19C6","All Killed and Injured Casualties","2012","2012","08","7","Number","191"
"ROA19C6","All Killed and Injured Casualties","2012","2012","09","8","Number","382"
"ROA19C6","All Killed and Injured Casualties","2012","2012","10","9","Number","372"
"ROA19C6","All Killed and Injured Casualties","2012","2012","11","10","Number","326"
"ROA19C6","All Killed and Injured Casualties","2012","2012","12","11","Number","373"
"ROA19C6","All Killed and Injured Casualties","2012","2012","13","12","Number","414"
"ROA19C6","All Killed and Injured Casualties","2012","2012","14","13","Number","452"
"ROA19C6","All Killed and Injured Casualties","2012","2012","15","14","Number","468"
"ROA19C6","All Killed and Injured Casualties","2012","2012","16","15","Number","577"
"ROA19C6","All Killed and Injured Casualties","2012","2012","17","16","Number","610"
"ROA19C6","All Killed and Injured Casualties","2012","2012","18","17","Number","641"
"ROA19C6","All Killed and Injured Casualties","2012","2012","19","18","Number","561"
"ROA19C6","All Killed and Injured Casualties","2012","2012","20","19","Number","473"
"ROA19C6","All Killed and Injured Casualties","2012","2012","21","20","Number","436"
"ROA19C6","All Killed and Injured Casualties","2012","2012","22","21","Number","356"
"ROA19C6","All Killed and Injured Casualties","2012","2012","23","22","Number","309"
"ROA19C6","All Killed and Injured Casualties","2012","2012","24","23","Number","238"
"ROA19C6","All Killed and Injured Casualties","2013","2013","-","All hours","Number","7068"
"ROA19C6","All Killed and Injured Casualties","2013","2013","01","12 midnight","Number","151"
"ROA19C6","All Killed and Injured Casualties","2013","2013","02","1","Number","110"
"ROA19C6","All Killed and Injured Casualties","2013","2013","03","2","Number","132"
"ROA19C6","All Killed and Injured Casualties","2013","2013","04","3","Number","98"
"ROA19C6","All Killed and Injured Casualties","2013","2013","05","4","Number","56"
"ROA19C6","All Killed and Injured Casualties","2013","2013","06","5","Number","58"
"ROA19C6","All Killed and Injured Casualties","2013","2013","07","6","Number","121"
"ROA19C6","All Killed and Injured Casualties","2013","2013","08","7","Number","149"
"ROA19C6","All Killed and Injured Casualties","2013","2013","09","8","Number","330"
"ROA19C6","All Killed and Injured Casualties","2013","2013","10","9","Number","328"
"ROA19C6","All Killed and Injured Casualties","2013","2013","11","10","Number","263"
"ROA19C6","All Killed and Injured Casualties","2013","2013","12","11","Number","371"
"ROA19C6","All Killed and Injured Casualties","2013","2013","13","12","Number","417"
"ROA19C6","All Killed and Injured Casualties","2013","2013","14","13","Number","451"
"ROA19C6","All Killed and Injured Casualties","2013","2013","15","14","Number","461"
"ROA19C6","All Killed and Injured Casualties","2013","2013","16","15","Number","466"
"ROA19C6","All Killed and Injured Casualties","2013","2013","17","16","Number","503"
"ROA19C6","All Killed and Injured Casualties","2013","2013","18","17","Number","539"
"ROA19C6","All Killed and Injured Casualties","2013","2013","19","18","Number","496"
"ROA19C6","All Killed and Injured Casualties","2013","2013","20","19","Number","460"
"ROA19C6","All Killed and Injured Casualties","2013","2013","21","20","Number","388"
"ROA19C6","All Killed and Injured Casualties","2013","2013","22","21","Number","274"
"ROA19C6","All Killed and Injured Casualties","2013","2013","23","22","Number","231"
"ROA19C6","All Killed and Injured Casualties","2013","2013","24","23","Number","215"
"ROA19C6","All Killed and Injured Casualties","2014","2014","-","All hours","Number","8271"
"ROA19C6","All Killed and Injured Casualties","2014","2014","01","12 midnight","Number","164"
"ROA19C6","All Killed and Injured Casualties","2014","2014","02","1","Number","161"
"ROA19C6","All Killed and Injured Casualties","2014","2014","03","2","Number","139"
"ROA19C6","All Killed and Injured Casualties","2014","2014","04","3","Number","131"
"ROA19C6","All Killed and Injured Casualties","2014","2014","05","4","Number","102"
"ROA19C6","All Killed and Injured Casualties","2014","2014","06","5","Number","79"
"ROA19C6","All Killed and Injured Casualties","2014","2014","07","6","Number","102"
"ROA19C6","All Killed and Injured Casualties","2014","2014","08","7","Number","180"
"ROA19C6","All Killed and Injured Casualties","2014","2014","09","8","Number","411"
"ROA19C6","All Killed and Injured Casualties","2014","2014","10","9","Number","406"
"ROA19C6","All Killed and Injured Casualties","2014","2014","11","10","Number","349"
"ROA19C6","All Killed and Injured Casualties","2014","2014","12","11","Number","380"
"ROA19C6","All Killed and Injured Casualties","2014","2014","13","12","Number","409"
"ROA19C6","All Killed and Injured Casualties","2014","2014","14","13","Number","467"
"ROA19C6","All Killed and Injured Casualties","2014","2014","15","14","Number","518"
"ROA19C6","All Killed and Injured Casualties","2014","2014","16","15","Number","598"
"ROA19C6","All Killed and Injured Casualties","2014","2014","17","16","Number","591"
"ROA19C6","All Killed and Injured Casualties","2014","2014","18","17","Number","704"
"ROA19C6","All Killed and Injured Casualties","2014","2014","19","18","Number","598"
"ROA19C6","All Killed and Injured Casualties","2014","2014","20","19","Number","507"
"ROA19C6","All Killed and Injured Casualties","2014","2014","21","20","Number","480"
"ROA19C6","All Killed and Injured Casualties","2014","2014","22","21","Number","327"
"ROA19C6","All Killed and Injured Casualties","2014","2014","23","22","Number","256"
"ROA19C6","All Killed and Injured Casualties","2014","2014","24","23","Number","212"
"ROA19C6","All Killed and Injured Casualties","2015","2015","-","All hours","Number","8002"
"ROA19C6","All Killed and Injured Casualties","2015","2015","01","12 midnight","Number","184"
"ROA19C6","All Killed and Injured Casualties","2015","2015","02","1","Number","144"
"ROA19C6","All Killed and Injured Casualties","2015","2015","03","2","Number","160"
"ROA19C6","All Killed and Injured Casualties","2015","2015","04","3","Number","128"
"ROA19C6","All Killed and Injured Casualties","2015","2015","05","4","Number","97"
"ROA19C6","All Killed and Injured Casualties","2015","2015","06","5","Number","80"
"ROA19C6","All Killed and Injured Casualties","2015","2015","07","6","Number","119"
"ROA19C6","All Killed and Injured Casualties","2015","2015","08","7","Number","221"
"ROA19C6","All Killed and Injured Casualties","2015","2015","09","8","Number","365"
"ROA19C6","All Killed and Injured Casualties","2015","2015","10","9","Number","397"
"ROA19C6","All Killed and Injured Casualties","2015","2015","11","10","Number","295"
"ROA19C6","All Killed and Injured Casualties","2015","2015","12","11","Number","387"
"ROA19C6","All Killed and Injured Casualties","2015","2015","13","12","Number","446"
"ROA19C6","All Killed and Injured Casualties","2015","2015","14","13","Number","484"
"ROA19C6","All Killed and Injured Casualties","2015","2015","15","14","Number","526"
"ROA19C6","All Killed and Injured Casualties","2015","2015","16","15","Number","547"
"ROA19C6","All Killed and Injured Casualties","2015","2015","17","16","Number","547"
"ROA19C6","All Killed and Injured Casualties","2015","2015","18","17","Number","659"
"ROA19C6","All Killed and Injured Casualties","2015","2015","19","18","Number","609"
"ROA19C6","All Killed and Injured Casualties","2015","2015","20","19","Number","482"
"ROA19C6","All Killed and Injured Casualties","2015","2015","21","20","Number","364"
"ROA19C6","All Killed and Injured Casualties","2015","2015","22","21","Number","279"
"ROA19C6","All Killed and Injured Casualties","2015","2015","23","22","Number","248"
"ROA19C6","All Killed and Injured Casualties","2015","2015","24","23","Number","234"
"ROA19C6","All Killed and Injured Casualties","2016","2016","-","All hours","Number","7896"
"ROA19C6","All Killed and Injured Casualties","2016","2016","01","12 midnight","Number","171"
"ROA19C6","All Killed and Injured Casualties","2016","2016","02","1","Number","146"
"ROA19C6","All Killed and Injured Casualties","2016","2016","03","2","Number","119"
"ROA19C6","All Killed and Injured Casualties","2016","2016","04","3","Number","119"
"ROA19C6","All Killed and Injured Casualties","2016","2016","05","4","Number","84"
"ROA19C6","All Killed and Injured Casualties","2016","2016","06","5","Number","69"
"ROA19C6","All Killed and Injured Casualties","2016","2016","07","6","Number","112"
"ROA19C6","All Killed and Injured Casualties","2016","2016","08","7","Number","268"
"ROA19C6","All Killed and Injured Casualties","2016","2016","09","8","Number","426"
"ROA19C6","All Killed and Injured Casualties","2016","2016","10","9","Number","410"
"ROA19C6","All Killed and Injured Casualties","2016","2016","11","10","Number","299"
"ROA19C6","All Killed and Injured Casualties","2016","2016","12","11","Number","314"
"ROA19C6","All Killed and Injured Casualties","2016","2016","13","12","Number","467"
"ROA19C6","All Killed and Injured Casualties","2016","2016","14","13","Number","504"
"ROA19C6","All Killed and Injured Casualties","2016","2016","15","14","Number","446"
